sources,references,translations
"Chase hefted the plywood and set it against the window, lining up the pilot holes.","Chase souleva le contreplaqué et le plaça contre la fenêtre, alignant les avant-trous.","Chase a soulevé le contreplaqué et l'a posé contre la fenêtre, en alignant les avant-trous."
"""They changed the schedule.",Ils ont changé les horaires.,ils ont changé l'horaire.
"""I'll go grab the bags,"" he said, that muscle in his jaw working double-time as he turned around and left, leaving her with no choice but to see this thing through on her own.","Je vais chercher nos bagages, ajouta-t-il, le muscle de sa mâchoire tiquant deux fois plus alors qu'il se retournait et partait, ne laissant pas d'autres choix à la jeune femme que de se débrouiller toute seule.","« Je vais chercher les sacs », dit-il, en serrant les dents alors qu'il se retournait et partait, la laissant seule pour s'occuper de tout ça."
If Chase ever found out the truth...,Si Chase découvrait la vérité...,Si Chase venait à découvrir la vérité...
"The sun, half-risen and bright, glowed behind her head like an orange halo, outlining the edges of her hair in bright relief.","Le soleil, à moitié levé et brillant, rayonnait derrière sa tête comme un halo orange, soulignant les contours de ses cheveux d'un relief éclatant.","Le soleil, à moitié levé et brillant, brillait derrière sa tête comme un halo orange, soulignant les contours de ses cheveux d'un relief lumineux."
It never lies.,Elle ne ment jamais.,Ça ne ment jamais.
Of course Inna set the fire.,Bien sûr qu'Inna avait mis le feu.,C'est sûr qu'Inna a mis le feu.
"But you will find someone.""",Mais tu trouveras quelqu'un.,Mais tu trouveras quelqu'un
"It didn't matter what her mother had promised him, or what her father owed him.","Peu importe ce que sa mère lui avait promis, ou ce que son père lui devait.",Peu importe ce que sa mère lui avait promis ou ce que son père lui devait.
"Not even a little bit, because she had plenty to keep her busy, and honestly, she didn't have time for anything else.","Pas même un peu, car elle avait de quoi s'occuper, et honnêtement, elle n'avait pas le temps pour quoi que ce soit d'autre","Pas du tout, parce qu'elle avait plein de trucs à faire et, franchement, elle n'avait pas le temps pour autre chose."
The sun is stroking the highlights of John's auburn hair as if it can't keep its fingers out of the wavy locks.,"Le soleil caresse les reflets des cheveux auburn de John, comme s'il ne pouvait pas empêcher ses rayons de toucher ses mèches ondulées.","Le soleil caresse les reflets auburn des cheveux de John, comme s'il ne pouvait s'empêcher de jouer avec ses boucles ondulées."
"The pier cut out to sea a hundred yards north, and fishermen and tourists alike would always head to his bar for lunch.","La jetée s'enfonçait dans la mer à une centaine de mètres au nord, et les pêcheurs comme les touristes se rendaient toujours à son bar pour déjeuner.","La jetée s'avançait dans la mer sur une centaine de mètres vers le nord, et les pêcheurs comme les touristes allaient toujours dans son bar pour déjeuner."
"She turned to Inna, and the words formed sticky clumps in her mouth.","Elle se tourna vers Inna, et les mots formèrent des amas collants dans sa bouche.","Elle s'est tournée vers Inna, et les mots se sont coincés dans sa bouche."
"""It's from the Police, a song called Tea in the Sahara.""","C'est une chanson de Police qui s'appelle ""Tea in the Sahara"".",c'est une chanson de Police qui s'appelle Tea in the Sahara
"""If you'd be still, it wouldn't hurt.""","Si tu restais tranquille, tu n'aurais pas mal.","si tu restais tranquille, ça ne ferait pas mal"
The storm shutters banged a raging rhythm as the strong winds roared inland.,Les volets claquaient à un rythme endiablé tandis que les vents violents s'engouffraient à l'intérieur des terres.,Les volets anti-tempête claquaient à un rythme effréné tandis que les vents violents soufflaient sur les terres.
"I know John was married to a woman, and that the marriage lasted for at least a few years.",Je sais que John était marié à une femme et que ce mariage a duré au moins quelques années.,Je sais que John était marié à une femme et que ce mariage a duré au moins quelques années.
"""How did she survive, being a woman in that time?","Comment a-t-elle survécu, en tant une femme à cette époque ?","comment a-t-elle réussi à s'en sortir, en tant que femme à cette époque ?"
"But John brought color and warmth to it, things I didn't know I'd been missing.","Mais John y a apporté de la couleur et de la chaleur, des choses qui je ne savais pas me manquaient.","Mais John a apporté de la couleur et de la chaleur, des trucs dont je ne savais pas qu'ils me manquaient."
"""What?"" My question brings John back to the present.",Ma question ramène John au présent.,« Quoi ? » Ma question ramène John dans le présent.
"One slides up my neck and into my hair, where he grabs a fistful of my curls, pulling me down into his hungry, greedy kiss.","L'une d'elles remonte le long de mon cou jusqu'à mes cheveux, où il saisit une poignée de mes boucles, m'attirant plus bas dans un baiser affamé et avide.","L'un d'eux glisse le long de mon cou jusqu'à mes cheveux, où il attrape une poignée de mes boucles et m'attire vers lui pour me couvrir de baisers avides et gourmands."
"I turn away enough to give him some semblance of privacy, quietly putting my things in my backpack, but I stay close.","Je me détourne suffisamment pour lui laisser un semblant d'intimité, en rangeant discrètement mes affaires dans mon sac à dos, mais je reste près de lui.","Je me détourne un peu pour lui laisser un peu d'intimité, rangeant tranquillement mes affaires dans mon sac à dos, mais je reste à proximité."
"""I have no idea since you haven't told me what I'm doing exactly.",Je n'en ai aucune idée vu que tu ne m'as pas dit ce que je dois exactement faire.,"je n'en ai aucune idée, vu que tu ne m'as pas dit exactement ce que je fais."
I'm a veritable treasure trove of useless knowledge.,Je suis un véritable puits de connaissances inutiles.,Je suis un vrai trésor de connaissances inutiles.
She reached for him and touched his arm and his tattoo burned like she'd touched him with a torch.,"Elle s'approcha de lui, toucha son bras et son tatouage le brûla comme si elle l'avait touché avec une torche.","Elle a tendu la main vers lui et lui a touché le bras, et son tatouage a brûlé comme si elle l'avait touché avec un chalumeau."
"John makes a sound in the back of his throat, something like a confirmation, and drops his head to his chest.","John émet un grognement, quelque chose comme une confirmation, et baisse la tête vers sa poitrine.","John fait un bruit avec sa gorge, genre pour dire « ouais », et baisse la tête vers sa poitrine."
"""Huh?"" Mari sighed as the image of her and Chase vanished.",Mari soupira alors que l'image d'elle et de Chase disparaissait.,« Hein ? » Mari soupira alors que l'image d'elle et de Chase disparaissait.
"I want inside you,"" he practically begs.","Je veux être en toi, supplie-t-il presque.","Je veux être en toi, dit-il presque en suppliant."
"""He's not here,"" Mari whispered.","Il n'est pas là, murmura Mari.","« Il n'est pas là », a chuchoté Mari."
Lights lit up the room and sickly carnival music blasted from unseen speakers.,Des lumières illuminèrent la pièce et une musique de carnaval discordante sortit de haut-parleurs invisibles.,Des lumières ont éclairé la pièce et une musique de carnaval un peu bizarre a commencé à jouer à fond depuis des haut-parleurs qu'on ne voyait pas.
"He could see more fire than bar, and he knew it was over.","Il voyait plus le feu que son bar, et il savait que c'était fini.","Il voyait plus de feu que de bar, et il savait que c'était fini."
"He doesn't think I'm crazy when I stop, mid-sentence, to point out the song that's playing in the restaurant while we eat.","Il ne me prend pas pour un fou quand je m'arrête, au milieu d'une phrase, pour lui faire remarquer la chanson qui passe dans le restaurant pendant que nous mangeons.",Il ne me prend pas pour une folle quand je m'arrête au milieu d'une phrase pour lui montrer la chanson qui passe au resto pendant qu'on mange.
Let me try to brace myself halfway.,Laisse-moi essayer de m'arc-bouter à mi-chemin.,Je vais essayer de me préparer à moitié.
"""I deserve to feel his death.",Je mérite de voir sa mort.,j'ai le droit de ressentir sa mort.
"The naked woman stood tall, her deep-brown hair reaching to her ankles.","La femme nue se tenait debout, ses cheveux d'un brun profond lui arrivaient aux chevilles.","La nana nue se tenait bien droite, ses cheveux brun foncé lui arrivant aux chevilles."
"Feeling more confident in her movements, she stroked him as she licked and sucked, grasping him firmly.","Plus confiante dans ses mouvements, elle le caressa tout en le léchant et en le suçant, l'empoignant fermement.","Plus à l'aise dans ses mouvements, elle le caressait tout en le léchant et en le suçant, le tenant bien en main."
"So, they tried to scare me off by telling me about all the monsters and the ghosts in the school, how mean the teacher really was, all the gross things the cafeteria lady was putting in the food, and unfortunately, it worked.","Elles ont donc essayé de m'effrayer en me parlant de tous les monstres et fantômes de l'école, de la méchanceté du professeur, de toutes les choses dégoûtantes que la dame de la cafétéria mettait dans la nourriture, et malheureusement, ça a fonctionné.","Du coup, ils ont essayé de me faire peur en me racontant plein d'histoires sur les monstres et les fantômes qui hantaient l'école, sur la méchanceté de la prof, sur toutes les cochonneries que la dame de la cantine mettait dans la bouffe, et malheureusement, ça a marché."
I hope my voice sounds firm.,J'espère que ma voix est ferme.,J'espère que ma voix semble ferme.
"""I'm very thorough,"" Andi said, nibbling on a piece of bacon.","Je suis très minutieuse, dit Andi en grignotant un morceau de bacon.","« Je suis super minutieuse », dit Andi en grignotant un bout de bacon."
"After high school, she attended college, worked as a bellhop, fast food cook, and a museum worker until she decided to take an EMT course.","Après le lycée, elle est allée à l'université, a travaillé comme groom, cuisinière dans un fast-food et employée dans un musée, jusqu'à ce qu'elle décide de suivre des cours pour devenir ambulancière.","Après le lycée, elle a fait des études sup, bossé comme groom, cuisinière dans un fast-food et employée de musée avant de se lancer dans une formation d'ambulancière."
"""His baby sister.",Sa petite sœur.,sa petite sœur.
"""Welcome to the Emerald Cove, Mr. MacGregor,"" the clerk said with that warm smile that didn't seem to help the situation as Devyn continued to glare in a way that told her that she was never going to hear the end of this.","Bienvenue à l'Emerald Cove, M. MacGregor, dit la réceptionniste avec un sourire chaleureux qui ne semblait pas arranger la situation, alors que Devyn continuait de la fixer d'une manière qui lui disait qu'elle ne finirait jamais d'en entendre parler.","« Bienvenue à Emerald Cove, M. MacGregor », dit le réceptionniste avec un sourire chaleureux qui ne semblait pas aider, car Devyn continuait à le fusiller du regard, lui faisant comprendre qu'elle n'en finirait jamais avec ça."
Was this the end?,Était-ce la fin ?,C'était la fin ?
The board would have fired his ass for gross incompetence.,Les membres du conseil d'administration l'auraient licencié pour incompétence grave.,Le conseil l'aurait viré pour incompétence grave.
To escape.,Pour s'échapper.,Pour s'échapper.
"We expect landfall not long after midnight at the storm's current speed...""",Nous nous attendons à ce que la tempête touche terre peu après minuit vu sa vitesse actuelle...,"On s'attend à ce que la tempête touche terre peu après minuit, vu la vitesse à laquelle elle avance.."
I don't want any stray projectiles to catch either one of us unawares.,"Je ne veux pas qu'un projectile perdu nous prenne au dépourvu, l'un ou l'autre.",Je ne veux pas qu'un projectile perdu nous prenne par surprise.
"I yank until I free myself, wincing, but the pain calms me down a little.","Je tire jusqu'à me libérer, en grimaçant, mais la douleur me calme","Je tire jusqu'à ce que je me libère, en grimaçant, mais la douleur me calme un peu."
He looked out to the dark beach.,Il regarda la plage sombre.,Il regarda la plage sombre.
"You haven't told me how you feel about him.""",Tu ne m'as pas dit ce que tu ressentais pour lui.,Tu ne m'as pas dit ce que tu penses de lui
Serving Chase coffee in bed without his black T-shirt or pants.,"Servir un café à Chase dans son lit, sans son tee-shirt noir ni son pantalon.",Servir le café à Chase au lit sans son t-shirt noir ni son pantalon.
"No going barefoot on the deck today, it wasn't safe.","Pas question d'aller pieds nus sur le pont aujourd'hui, ce n'était pas sûr.","Pas question de marcher pieds nus sur le pont aujourd'hui, c'était pas prudent."
Lots of little girls with curls hanging to their waists and bright blue eyes...,Beaucoup de petites filles avec des boucles qui leur arriveraient à la taille et des yeux bleu brillant...,Pleins de petites filles avec des boucles qui leur descendent jusqu'à la taille et des yeux bleus super clairs...
What he faced now.,Ce qu'il affrontait maintenant.,Ce à quoi il était confronté maintenant.
She freaking loved quiet time!,Elle adorait le temps calme !,Elle adorait les moments de calme !
"The elevator doors barely had a chance to open when he was moving his ass, heading to his office, praying every step of the way that Andi was there.","Les portes de l'ascenseur avaient à peine eu le temps de s'ouvrir qu'il en sortait, se dirigeant vers son bureau, priant à chaque pas pour qu'Andi soit là.","Les portes de l'ascenseur avaient à peine eu le temps de s'ouvrir qu'il se dépêchait déjà de se diriger vers son bureau, en espérant à chaque pas qu'Andi soit là."
"""God, you'll never know how sorry I am.""","Bordel, tu ne peux pas savoir à quel point je suis désolé.","bon sang, tu ne peux pas imaginer à quel point je suis désolé"
"""You hate the clutter I make with my records and my gadgets, and my clothing lying about the bedroom.""","Tu détestes le désordre que je crée avec mes disques, mes gadgets et mes vêtements qui traînent dans la chambre.","tu détestes le désordre que je fais avec mes disques, mes gadgets et mes fringues qui traînent partout dans la chambre"
"""Who is he and what is he to you?""",Qui est-il et que représente-t-il pour toi ?,qui est-il et qu'est-ce qu'il représente pour toi ?
"""You'll be safer at home.""",Tu seras plus en sécurité à la maison.,tu seras plus en sécurité chez toi
"Get control, mister.","Contrôlez-vous, monsieur.","Prenez le contrôle, monsieur."
Not for anyone.,Pour personne.,Pas pour n'importe qui.
"I look away, unable to handle the intensity of John's gaze, and stare unseeing at the computer screen.","Je détourne le regard, incapable de supporter l'intensité du regard de John, et je fixe l'écran de l'ordinateur sans le voir.","Je détourne le regard, incapable de supporter l'intensité du regard de John, et je fixe l'écran de l'ordinateur sans le voir."
"She fingered the pearl pendant, twisting it slowly.",Elle toucha le pendentif en perles et le fit tourner lentement.,"Elle a tripoté le pendentif en perle, le tournant doucement."
"Then he reeled backward, almost falling off the platform.","Puis il recula, tombant presque de la plateforme.","Puis il a reculé, manquant de tomber de la plateforme."
"Every time I come in for my shift, I expect to find a note from Nicki, but she leaves me alone.","Chaque fois que j'arrive pour mon service, je m'attends à trouver un mot de Nicki, mais elle me laisse tranquille.","Chaque fois que je commence mon service, je m'attends à trouver un mot de Nicki, mais elle me laisse tranquille."
"Breaking off the kiss, Andi reached for that bottle of bodywash and squeezed more into her hand before tossing the empty bottle aside and turning around in his arms, reaching up and pulled him back down to pick up where they left off while she reached between their bodies and-","Rompant le baiser, Andi attrapa la bouteille de gel douche et en pressa davantage dans sa main avant de jeter la bouteille vide de côté et de se retourner dans ses bras, tendant ses bras pour le mettre à son niveau et reprendre là où ils s'étaient arrêtés tandis qu'elle passait la main entre leurs corps et...","Andi a arrêté de l'embrasser, a attrapé le flacon de gel douche, en a mis plus dans sa main, a jeté le flacon vide, s'est retournée dans ses bras, a tendu le bras et l'a ramené vers elle pour reprendre là où ils en étaient restés, tout en passant sa main entre leurs corps et.."
"And so damned tight, I start to babble.",Et tellement serré que je commence à bafouiller.,Et tellement tendu que je commence à bredouiller.
"Add the peep show to the grudge and revenge plot, and Inna would kill both of them without hesitation.","Ajoutez le peep-show au projet de vengeance, et Inna les tuerait tous les deux sans hésiter.","Ajoute le peep-show à l'histoire de rancune et de vengeance, et Inna les tuerait tous les deux sans hésiter."
"It's my fault he's dead.""",C'est ma faute s'il est mort.,C'est ma faute s'il est mort
I've never been like this with anyone.,Je n'ai jamais été comme ça avec personne.,J'ai jamais été comme ça avec personne.
"Not everyone can make it with a coastal shop.""",Ce n'est pas donné à tout le monde de réussir à s'en sortir avec un magasin en bord de mer.,Tout le monde ne peut pas réussir avec un magasin en bord de mer
Inna wouldn't either.,Inna non plus.,Inna non plus.
She tugged more forcefully and moved to take him in her mouth.,Elle tira plus fort et bougea pour le prendre dans sa bouche.,Elle a tiré plus fort et s'est déplacée pour le prendre dans sa bouche.
"Yes, I am a bit of a music snob, but he shouldn't know that.","Oui, je suis un peu snob en matière de musique, mais il ne devrait pas le savoir.","Ouais, je suis un peu snob en matière de musique, mais il n'a pas besoin de le savoir."
"""You really want to know?""",Tu veux vraiment savoir ?,tu veux vraiment savoir ?
"Right at this moment, when I'm so raw, I'm bleeding on the inside.","Tout de suite ? En ce moment même, alors que je suis à vif, que je saigne","En ce moment même, alors que je suis à vif, je saigne à l'intérieur."
Garrett and I stopped a week or two before our break-up.,Garrett et moi avons arrêté une semaine ou deux avant notre rupture.,"Garrett et moi, on a arrêté de se voir une semaine ou deux avant de rompre."
In public?,En public ?,En public ?
Starstruck Holidays: A MM Sci-Fi Holiday Romance Anthology,Starstruck Holidays : Une anthologie de romance de vacances MM Sci-Fi,Starstruck Holidays : une anthologie de romans d'amour de science-fiction MM pour les fêtes
"John Burton, Walt Whitman High School, Patrick","John Burton, Walt Whitman High School, Patrick","John Burton, Lycée Walt Whitman, Patrick"
He watched as her focus turned to confusion as she stared down at the light brown teddy bear that had taken him two days to find before her lips pulled up into a beautiful smile.,"Il vit son attention se transformer en confusion lorsqu'elle fixa l'ours en peluche marron clair qu'il avait mis deux jours à trouver, avant que ses lèvres ne se retroussent en un magnifique sourire.","Il a vu son regard passer de la concentration à la confusion alors qu'elle fixait l'ours en peluche brun clair qu'il avait mis deux jours à trouver, avant que ses lèvres ne s'étirent en un magnifique sourire."
It would just take a little longer than she'd planned.,Ça prendrait juste un peu plus de temps que prévu.,Ça prendrait juste un peu plus de temps que prévu.
She didn't let it overwhelm or cripple her.,Elle ne la laissait pas l'accabler ou la paralyser.,Elle ne s'est pas laissée submerger ou paralyser par ça.
"John inspires so much music in me, but I haven't found his song.","John m'inspire tellement de chansons, mais je n'ai pas trouvé sa chanson.","John me donne tellement envie de faire de la musique, mais je n'ai pas encore trouvé sa chanson."
"She hadn't felt safe and secure in a long time, and her breathing slowed as she relaxed.","Cela faisait longtemps qu'elle ne s'était pas sentie en sécurité, et sa respiration ralentit à mesure qu'elle se détendait.","Elle ne s'était pas sentie en sécurité depuis un bon moment, et sa respiration s'est calmée quand elle s'est détendue."
"""We go out all the time.""",Nous sortons tout le temps.,on sort tout le temps
Daydreams and swimming would have to wait.,Les rêveries et les baignades devaient attendre.,Les rêveries et la natation devraient attendre.
"Who knows what our options will be tomorrow.""",Qui sait quelles seront nos options demain ?,Qui sait ce qu'on pourra faire demain
A small chime had Devyn swallowing hard as he looked up and found Andi's phone in the bastard's hand.,Un petit tintement fit déglutir Devyn qui leva les yeux et trouva le téléphone d'Andi dans la main du connard.,Un petit tintement fit déglutir Devyn qui leva les yeux et vit le téléphone d'Andi dans la main du salaud.
"""Her parents?""",Ses parents ?,ses parents ?
She turned toward the stack of wood so he wouldn't see her blush.,Elle se tourna vers la pile de bois pour qu'il ne la voit pas rougir.,Elle s'est tournée vers le tas de bois pour qu'il ne voie pas qu'elle rougissait.
"""I can help you make your selections, though I have to warn you.","Je peux vous aider à faire votre choix, mais je dois vous prévenir.","je peux t'aider à faire ton choix, mais je dois te prévenir."
"He tossed Mari her sundress, then slid into his jeans and zipped them.","Il lança sa robe d'été à Mari, puis se glissa dans son jean et le ferma.","Il a lancé sa robe d'été à Mari, puis a enfilé son jean et a remonté la fermeture éclair."
Garrett brought a bottle of wine.,Garrett a apporté une bouteille de vin.,Garrett a apporté une bouteille de vin.
"""We don't have all day.""",Nous n'avons pas toute la journée.,on n'a pas toute la journée
His muscles glistened with rain or seawater; she didn't know which.,"Ses muscles brillaient sous l'effet de la pluie ou de l'eau de mer, elle ne savait pas laquelle.",Ses muscles brillaient à cause de la pluie ou de l'eau de mer ; elle ne savait pas trop.
Her brows furrow.,Ses sourcils se froncent.,Elle fronce les sourcils.
"""Hey, I can't breathe.""","Hé, je n'arrive pas à respirer.","« Hé, je n'arrive pas à respirer. »"
"""Your turn.""",À ton tour.,c'est à toi
"A shudder passes through me, followed by a lightning bolt of desire that lands right on the tip of my cock.","Un frisson me traverse, suivi d'un éclair de désir qui atterrit directement sur le bout de ma queue.","Un frisson me parcourt, suivi d'un éclair de désir qui atterrit directement sur le bout de ma bite."
"I take in his deep, brown skin and near-white hair, his chiseled cheekbones, and dimpled chin.","Je regarde sa peau brun foncé, ses cheveux presque blancs, ses pommettes ciselées et la fossette sur son menton.","Je remarque sa peau mate et ses cheveux presque blancs, ses pommettes saillantes et son menton creusé d'une fossette."
"Something was going on, and Mari was going to tell him everything.","Il se passait quelque chose, et Mari allait tout lui dire.","Il se passait quelque chose, et Mari allait tout lui raconter."
"Mari stopped and watched them too, her curvy figure leaning against the walkway railing.","Mari s'arrêta et les observa également, sa silhouette pulpeuse appuyée contre la rambarde de la passerelle.","Mari s'est arrêtée et les a regardés aussi, sa silhouette tout en courbes appuyée contre la rampe de la passerelle."
"I wish you'd stay inside.""",J'aimerais que tu restes à l'intérieur.,J'aimerais que tu restes à l'intérieur
Pleasure struck hard and fast and she cried out as an orgasm slammed into her.,Le plaisir la surprit vite et fort et elle cria lorsqu'un orgasme la frappa de plein fouet.,"Le plaisir l'a frappée fort et vite, et elle a crié quand l'orgasme l'a submergée."
"The stretch, it burns, and it feels so fucking good.","L'étirement, la brûlure, c'est si bon, putain.","Ça tire, ça brûle, et c'est trop bon."
Wasn't that what people did in times of stress?,N'est-ce pas ce que font les gens en période de stress ?,C'est pas ce que les gens faisaient quand ils étaient stressés ?
"His voice is barely above a whisper, and there's such warmth and affection in it, my heart stutters.","Sa voix est à peine plus forte qu'un murmure, et il y a tant de chaleur et elle contient tellement d'affection que mon cœur bat la chamade.","Sa voix est à peine plus forte qu'un murmure, et elle est tellement chaleureuse et affectueuse que mon cœur s'emballe."
"He turned to her, trying to keep his voice low and firm.","Il se tourna vers elle, essayant de garder une voix basse et ferme.","Il s'est tourné vers elle, essayant de garder une voix basse et ferme."
"If he were being honest with himself, he'd admit he would miss the bar and all the long nights of work and music and stories.","S'il était honnête avec lui-même, il admettrait que le bar et les longues nuits de travail, de musique et d'histoires lui manqueraient.","S'il était honnête avec lui-même, il dirait que le bar, les longues nuits de boulot, la musique et les histoires lui manqueraient."
Over the past three days...nothing.,Durant les trois derniers jours.,Ces trois derniers jours... rien.
"""I might have considered letting Chase move away if you'd asked me nicely.""",J'aurai pu envisager de laisser Chase partir si tu me l'avais demandé gentiment.,j'aurais peut-être laissé Chase partir si tu me l'avais demandé gentiment
"She knew he held grudges, but this was ridiculous.","Elle savait qu'il était rancunier, mais là, c'était ridicule.","Elle savait qu'il était rancunier, mais là, c'était vraiment trop."
I guess that solves that problem.,Je suppose que cela résout le problème.,Je pense que ça règle le problème.
"He'd thought he'd planned it well with plenty of time to get off the island and go a couple hundred miles inland, maybe to Raleigh.","Il pensait avoir bien planifié son départ et avoir suffisamment de temps pour quitter l'île et se rendre à quelques centaines de kilomètres à l'intérieur des terres, peut-être jusqu'à Raleigh.","Il pensait avoir tout bien planifié, avec plein de temps pour quitter l'île et aller à quelques centaines de kilomètres à l'intérieur des terres, peut-être jusqu'à Raleigh."
"""Curiosity, I suppose.""","La curiosité, je suppose.","« La curiosité, je pense. »"
"""I guess you think I'm crazy now.",Je suppose que tu penses que je suis fou maintenant.,je suppose que tu penses que je suis fou maintenant.
"He sighs and slides his fingers against mine, back and forth.","Il soupire et fait glisser ses doigts entre les miens, d'avant en arrière.","Il soupire et fait glisser ses doigts contre les miens, d'avant en arrière."
"Besides, it isn't like the rides will be open.""","Et puis, ce n'est pas comme si les manèges étaient ouverts.","En plus, c'est pas comme si les manèges allaient être ouverts"
He took care of practically everything.,Il s'occupait pratiquement de tout.,Il s'occupait de presque tout.
"I spin some MC5, X, The Noisettes, and Miike Snow.","Je passe MC5, X, The Noisettes et Miike Snow.","Je mets des morceaux de MC5, X, The Noisettes et Miike Snow."
"And now, just as things were going well between her and Chase, she might lose him forever.","Et maintenant, alors que les choses allaient bien entre Chase et elle, elle risquait de le perdre pour toujours.","Et maintenant, alors que tout allait bien entre elle et Chase, elle risquait de le perdre pour toujours."
I guess it is a normal part of daughters growing up.,Je suppose que c'est une partie normale du processus du passage à l'âge adulte pour les filles.,Je pense que c'est normal quand les filles grandissent.
"If she didn't know better, she'd say that Inna controlled the weather.","Si elle ne le connaissait pas mieux, elle dirait qu'Inna contrôlait la météo.","Si elle ne savait pas mieux, elle dirait qu'Inna contrôle le temps."
"There's only a smattering of trees in my neighborhood, and even those are too young to do more than sprinkle a bit of confetti on the ground, but Bucks County, where the station is – and where John lives - is a fall lover's dream.","Il n'y a que quelques arbres dans mon quartier, et même ceux-là sont trop jeunes pour ne faire plus que répandre un peu de confettis sur le sol, mais le comté de Bucks, où se trouve la station radio et où vit John, est un lieu de rêve pour les amoureux de l'automne.","Il n'y a que quelques arbres dans mon coin, et même ceux-là sont trop jeunes pour faire plus que saupoudrer un peu de confettis sur le sol, mais le comté de Bucks, où se trouve la station – et où John habite – est le rêve de tout fan de l'automne."
I greet WKMP's general manager as he sets a crate of records on the ground and unlocks his 2012 VW Golf.,Je salue le directeur général de WKMP alors qu'il pose une caisse remplie de disques sur le sol et déverrouille sa Golf 2012.,Je dis bonjour au directeur général de WKMP alors qu'il pose une caisse de disques par terre et ouvre sa VW Golf de 2012.
Breakfast?,Le dîner ?,Tu veux un petit-déj' ?
Like slipping into my favorite pair of sweatpants at the end of a long day.,C'est comme si je me glissais dans mon pantalon de survêtement préféré à la fin d'une longue journée.,C'est comme enfiler mon pantalon de survêtement préféré après une longue journée.
"""That depends,"" Andi said, adding a little sniffle at the end there as she continued toying with his fingers while he lay there, unable to take his eyes off her as he thought about the last two days and...","Ça dépend, dit Andi, ajoutant un petit reniflement à la fin de sa phrase tout en continuant à jouer avec les doigts de Devyn resté allongé, incapable de la quitter des yeux alors qu'il pensait aux deux derniers jours et...","« Ça dépend », dit Andi, en reniflant un peu à la fin, tout en continuant à jouer avec ses doigts pendant qu'il était allongé là, incapable de la quitter des yeux, repensant aux deux derniers jours et..."
"USA Today bestselling author Kerry Adrienne loves history, science, music, and art.","Kerry Adrienne, autrice de best-sellers USA Today, aime l'histoire, la science, la musique et l'art.","Kerry Adrienne, auteur à succès classé au palmarès USA Today, adore l'histoire, la science, la musique et l'art."
"I can't keep my eyes off John, and I'm worried that I'll scratch a record or miss a cue.",Je ne peux pas quitter John des yeux et je crains de rayer un disque ou de rater un signal.,"Je n'arrive pas à détourner mon regard de John, et j'ai peur de rayer un disque ou de rater une entrée."
I'm pleased that he seems to like it.,Je suis heureux qu'il semble l'aimer.,Je suis content qu'il ait l'air d'aimer ça.
"The phone lines are blinking, but I'm not taking any more requests.","Les lignes téléphoniques clignotent, mais je ne prends plus de demandes.","Les lignes téléphoniques clignotent, mais je ne prends plus de demandes."
"He picked up the pickle spear and sucked on the end, his mouth contracting at the sourness.","Il prit un cornichon et en suça l'extrémité, sa bouche se contractant sous l'effet de l'aigreur.","Il a attrapé le cornichon et a sucé le bout, sa bouche se contractant à cause de l'acidité."
"""But both my sister and I are pretty good at taking care of ourselves.",Mais ma sœur et moi savons très bien nous occuper de nous-mêmes.,"mais ma sœur et moi, on sait bien prendre soin de nous."
"Not a tangible sense of loss, but an echo of what might have been.","Ce n'était pas un sentiment réel de perte, mais un écho de ce qui aurait pu être.","Pas vraiment un sentiment de perte, mais plutôt un écho de ce qui aurait pu être."
He almost reached for her but stopped.,"Il s'approcha presque d'elle, mais s'arrêta.","Il a failli la toucher, mais s'est arrêté."
"I only let my eyes flit briefly over its welcoming expanse and push any thoughts of us tumbling onto it, limbs entwined and John's big body pressing me into the mattress, right out of my head.","Je ne laisse mes yeux que balayer brièvement son étendue accueillante, et j'écarte de ma tête toute idée de nous y laisser tomber, les membres enlacés et le grand corps de John me pressant contre le matelas.","Je laisse juste mon regard se poser un instant sur son espace accueillant et chasse de ma tête toute idée de nous y rouler, enlacés, le gros corps de John me plaquant contre le matelas."
"""What if I told you that I had to leave so that I could send your project to Roman Palms so that they could implement the changes you came up with immediately?"" he asked, smiling against her throat when she went still.",Et si je te disais que je devais partir pour envoyer ton projet à Roman Palms afin qu'ils puissent mettre en œuvre immédiatement les changements que tu as proposés ?,« Et si je te disais que je devais partir pour envoyer ton projet à Roman Palms pour qu'ils puissent mettre en place tout de suite les changements que tu as proposés ? » demanda-t-il en souriant contre son cou lorsqu'elle s'immobilisa.
"She'd never been brazen, and her face heated despite her outward boldness.","Elle n'avait jamais été effrontée, et son visage s'échauffa malgré son audace apparente.","Elle n'avait jamais été effrontée, et son visage s'empourpra malgré son audace apparente."
"""Stop it, Inna!","Arrête, Inna !","arrête ça, Inna !"
"""Will it be loud, or can I leave the door open?"" I try to keep my annoyance out of my voice.","Ce sera bruyant, ou je peux laisser la porte ouverte ?",« Ça va faire du bruit ou je peux laisser la porte ouverte ? » J'essaie de ne pas montrer que ça m'énerve.
"""It's not that bad,"" I swear.","Ce n'est pas si mal, juré-je.","c'est pas si grave, je te le jure."
And never come back to the islandnever contact you.,"Et de ne jamais revenir sur l'île, de ne jamais te contacter.","Et ne jamais revenir sur l'île, ne jamais te contacter."
